id,filepath,label_raw,label_canonical,label,source,split
74cbdcee27c5,Data/raw/faulty/Faulty_solar_panel/Bird-drop/1.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
820c8163daef,Data/raw/faulty/Faulty_solar_panel/Bird-drop/10.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
64c9256da620,Data/raw/faulty/Faulty_solar_panel/Bird-drop/11.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,val
d09f6302d908,Data/raw/faulty/Faulty_solar_panel/Bird-drop/12.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
dc6d35ed35fa,Data/raw/faulty/Faulty_solar_panel/Bird-drop/13.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
19467679a7ae,Data/raw/faulty/Faulty_solar_panel/Bird-drop/14.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
7390e74739c5,Data/raw/faulty/Faulty_solar_panel/Bird-drop/15.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
3396ce385d04,Data/raw/faulty/Faulty_solar_panel/Bird-drop/16.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
525150f21c61,Data/raw/faulty/Faulty_solar_panel/Bird-drop/2.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
9703702f892b,Data/raw/faulty/Faulty_solar_panel/Bird-drop/3.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
4b4e889884c6,Data/raw/faulty/Faulty_solar_panel/Bird-drop/4.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
51b7a55bd262,Data/raw/faulty/Faulty_solar_panel/Bird-drop/5.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
79a1406c29d6,Data/raw/faulty/Faulty_solar_panel/Bird-drop/6.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
9333a587746b,Data/raw/faulty/Faulty_solar_panel/Bird-drop/7.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
20ede53953d5,Data/raw/faulty/Faulty_solar_panel/Bird-drop/8.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
970b9ef28fdf,Data/raw/faulty/Faulty_solar_panel/Bird-drop/9.JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
b5a9e4c38259,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (1).jpeg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
a65f1373beed,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (10).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,val
a1b801cc4457,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (100).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
505337c7c2d0,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (101).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
9b09bd4eb1ce,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (102).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
075dab1b5484,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (103).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
bb917e292085,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (104).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,val
4ce0a6237be5,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (105).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
959f4a5aeca4,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (106).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
dccbb3df63d3,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (107).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
a0bd31e002cd,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (108).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
1778322df553,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (109).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
5a9e6a2a0152,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (11).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
3ae93e8b6fe4,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (110).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
5d6d74dab4df,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (111).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
fe15602b5c0c,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (112).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
c94f9386fa21,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (113).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,val
c235e4aac04a,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (114).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
ed4420f454e3,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (115).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
16036949811a,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (116).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
593f113e51cf,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (117).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
bd01ec00447b,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (118).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
ed0f4e4206c8,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (119).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
e8217534f857,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (12).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
7e04dc5bd9ae,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (120).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
2884d11e0a07,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (121).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
d6f5f0574bac,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (122).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
68773a8179ea,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (123).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
f89b126589b4,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (124).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
58fdf0f3189f,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (125).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
864b691556ee,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (126).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
ddc25c65d955,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (127).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
8c131e75dbc7,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (128).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
edabf9b86941,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (129).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,val
f406e91c3e42,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (13).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
f0d93a832a02,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (130).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
53f26e83eb38,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (131).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
c52fc50b4b18,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (132).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
4e0a71783025,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (133).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
370cc01f3e09,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (134).JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
131b4f10eacf,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (135).jpg,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
d5db732e78c1,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (136).JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
e39dadfa7580,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (137).JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,test
061e6ef33216,Data/raw/faulty/Faulty_solar_panel/Bird-drop/Bird (138).JPG,Bird-drop,Bird-drop,Bird-drop,Faulty_solar_panel,train
